Date,Cash Rate Target,Interbank Overnight Cash Rate
02-Nov-2020,0.25,0.13
03-Nov-2020,0.25,0.13
04-Nov-2020,0.10,0.04
05-Nov-2020,0.10,0.04
06-Nov-2020,0.10,0.04
09-Nov-2020,0.10,0.05
10-Nov-2020,0.10,0.05
11-Nov-2020,0.10,0.05
12-Nov-2020,0.10,0.05
13-Nov-2020,0.10,0.05
16-Nov-2020,0.10,0.05
17-Nov-2020,0.10,0.05
18-Nov-2020,0.10,0.05
19-Nov-2020,0.10,0.05
20-Nov-2020,0.10,0.05
23-Nov-2020,0.10,0.05
24-Nov-2020,0.10,0.05
25-Nov-2020,0.10,0.05
26-Nov-2020,0.10,0.05
27-Nov-2020,0.10,0.05
30-Nov-2020,0.10,0.05
01-Dec-2020,0.10,0.05
02-Dec-2020,0.10,0.04
03-Dec-2020,0.10,0.04
04-Dec-2020,0.10,0.04
07-Dec-2020,0.10,0.04
08-Dec-2020,0.10,0.04
09-Dec-2020,0.10,0.04
10-Dec-2020,0.10,0.04
11-Dec-2020,0.10,0.04
14-Dec-2020,0.10,0.04
15-Dec-2020,0.10,0.04
16-Dec-2020,0.10,0.04
17-Dec-2020,0.10,0.04
18-Dec-2020,0.10,0.04
21-Dec-2020,0.10,0.04
22-Dec-2020,0.10,0.04
23-Dec-2020,0.10,0.04
24-Dec-2020,0.10,0.04
29-Dec-2020,0.10,0.04
30-Dec-2020,0.10,0.04
31-Dec-2020,0.10,0.04
04-Jan-2021,0.10,0.04
05-Jan-2021,0.10,0.04
06-Jan-2021,0.10,0.03
07-Jan-2021,0.10,0.03
08-Jan-2021,0.10,0.03
11-Jan-2021,0.10,0.03
12-Jan-2021,0.10,0.03
13-Jan-2021,0.10,0.03
14-Jan-2021,0.10,0.03
15-Jan-2021,0.10,0.03
18-Jan-2021,0.10,0.03
19-Jan-2021,0.10,0.03
20-Jan-2021,0.10,0.03
21-Jan-2021,0.10,0.03
22-Jan-2021,0.10,0.03
25-Jan-2021,0.10,0.03
27-Jan-2021,0.10,0.03
28-Jan-2021,0.10,0.03
29-Jan-2021,0.10,0.03
01-Feb-2021,0.10,0.03
02-Feb-2021,0.10,0.03
03-Feb-2021,0.10,0.03
04-Feb-2021,0.10,0.03
05-Feb-2021,0.10,0.03
08-Feb-2021,0.10,0.03
09-Feb-2021,0.10,0.03
10-Feb-2021,0.10,0.03
11-Feb-2021,0.10,0.03
12-Feb-2021,0.10,0.03
15-Feb-2021,0.10,0.03
16-Feb-2021,0.10,0.03
17-Feb-2021,0.10,0.03
18-Feb-2021,0.10,0.03
19-Feb-2021,0.10,0.03
22-Feb-2021,0.10,0.03
23-Feb-2021,0.10,0.03
24-Feb-2021,0.10,0.03
25-Feb-2021,0.10,0.03
26-Feb-2021,0.10,0.03
01-Mar-2021,0.10,0.03
02-Mar-2021,0.10,0.03
03-Mar-2021,0.10,0.03
04-Mar-2021,0.10,0.03
05-Mar-2021,0.10,0.03
08-Mar-2021,0.10,0.03
09-Mar-2021,0.10,0.03
10-Mar-2021,0.10,0.03
11-Mar-2021,0.10,0.03
12-Mar-2021,0.10,0.03
15-Mar-2021,0.10,0.03
16-Mar-2021,0.10,0.03
17-Mar-2021,0.10,0.03
18-Mar-2021,0.10,0.03
19-Mar-2021,0.10,0.03
22-Mar-2021,0.10,0.03
23-Mar-2021,0.10,0.03
24-Mar-2021,0.10,0.03
25-Mar-2021,0.10,0.03
26-Mar-2021,0.10,0.03
29-Mar-2021,0.10,0.03
30-Mar-2021,0.10,0.03
31-Mar-2021,0.10,0.03
01-Apr-2021,0.10,0.03
06-Apr-2021,0.10,0.03
07-Apr-2021,0.10,0.03
08-Apr-2021,0.10,0.03
09-Apr-2021,0.10,0.03
12-Apr-2021,0.10,0.03
13-Apr-2021,0.10,0.03
14-Apr-2021,0.10,0.03
15-Apr-2021,0.10,0.03
16-Apr-2021,0.10,0.03
19-Apr-2021,0.10,0.03
20-Apr-2021,0.10,0.03
21-Apr-2021,0.10,0.03
22-Apr-2021,0.10,0.03
23-Apr-2021,0.10,0.03
26-Apr-2021,0.10,0.03
27-Apr-2021,0.10,0.03
28-Apr-2021,0.10,0.03
29-Apr-2021,0.10,0.03
30-Apr-2021,0.10,0.03
03-May-2021,0.10,0.03
04-May-2021,0.10,0.03
05-May-2021,0.10,0.03
06-May-2021,0.10,0.03
07-May-2021,0.10,0.03
10-May-2021,0.10,0.03
11-May-2021,0.10,0.03
12-May-2021,0.10,0.03
13-May-2021,0.10,0.03
14-May-2021,0.10,0.03
17-May-2021,0.10,0.03
18-May-2021,0.10,0.03
19-May-2021,0.10,0.03
20-May-2021,0.10,0.03
21-May-2021,0.10,0.03
24-May-2021,0.10,0.03
25-May-2021,0.10,0.03
26-May-2021,0.10,0.03
27-May-2021,0.10,0.03
28-May-2021,0.10,0.03
31-May-2021,0.10,0.03
01-Jun-2021,0.10,0.03
02-Jun-2021,0.10,0.03
03-Jun-2021,0.10,0.03
04-Jun-2021,0.10,0.03
07-Jun-2021,0.10,0.03
08-Jun-2021,0.10,0.03
09-Jun-2021,0.10,0.03
10-Jun-2021,0.10,0.03
11-Jun-2021,0.10,0.03
15-Jun-2021,0.10,0.03
16-Jun-2021,0.10,0.03
17-Jun-2021,0.10,0.03
18-Jun-2021,0.10,0.03
21-Jun-2021,0.10,0.03
22-Jun-2021,0.10,0.03
23-Jun-2021,0.10,0.03
24-Jun-2021,0.10,0.03
25-Jun-2021,0.10,0.03
28-Jun-2021,0.10,0.03
29-Jun-2021,0.10,0.03
30-Jun-2021,0.10,0.03
01-Jul-2021,0.10,0.03
02-Jul-2021,0.10,0.03
05-Jul-2021,0.10,0.03
06-Jul-2021,0.10,0.03
07-Jul-2021,0.10,0.03
08-Jul-2021,0.10,0.03
09-Jul-2021,0.10,0.03
12-Jul-2021,0.10,0.03
13-Jul-2021,0.10,0.03
14-Jul-2021,0.10,0.03
15-Jul-2021,0.10,0.03
16-Jul-2021,0.10,0.03
19-Jul-2021,0.10,0.03
20-Jul-2021,0.10,0.03
21-Jul-2021,0.10,0.03
22-Jul-2021,0.10,0.03
23-Jul-2021,0.10,0.03
26-Jul-2021,0.10,0.03
27-Jul-2021,0.10,0.03
28-Jul-2021,0.10,0.03
29-Jul-2021,0.10,0.03
30-Jul-2021,0.10,0.03
02-Aug-2021,0.10,0.03
03-Aug-2021,0.10,0.03
04-Aug-2021,0.10,0.03
05-Aug-2021,0.10,0.03
06-Aug-2021,0.10,0.03
09-Aug-2021,0.10,0.03
10-Aug-2021,0.10,0.03
11-Aug-2021,0.10,0.03
12-Aug-2021,0.10,0.03
13-Aug-2021,0.10,0.03
16-Aug-2021,0.10,0.03
17-Aug-2021,0.10,0.03
18-Aug-2021,0.10,0.03
19-Aug-2021,0.10,0.03
20-Aug-2021,0.10,0.03
23-Aug-2021,0.10,0.03
24-Aug-2021,0.10,0.03
25-Aug-2021,0.10,0.03
26-Aug-2021,0.10,0.03
27-Aug-2021,0.10,0.03
30-Aug-2021,0.10,0.03
31-Aug-2021,0.10,0.03
01-Sep-2021,0.10,0.03
02-Sep-2021,0.10,0.03
03-Sep-2021,0.10,0.03
06-Sep-2021,0.10,0.03
07-Sep-2021,0.10,0.03
08-Sep-2021,0.10,0.03
09-Sep-2021,0.10,0.03
10-Sep-2021,0.10,0.03
13-Sep-2021,0.10,0.03
14-Sep-2021,0.10,0.03
15-Sep-2021,0.10,0.03
16-Sep-2021,0.10,0.03
17-Sep-2021,0.10,0.03
20-Sep-2021,0.10,0.03
21-Sep-2021,0.10,0.03
22-Sep-2021,0.10,0.03
23-Sep-2021,0.10,0.03
24-Sep-2021,0.10,0.03
27-Sep-2021,0.10,0.03
28-Sep-2021,0.10,0.03
29-Sep-2021,0.10,0.03
30-Sep-2021,0.10,0.03
01-Oct-2021,0.10,0.03
04-Oct-2021,0.10,0.03
05-Oct-2021,0.10,0.03
06-Oct-2021,0.10,0.03
07-Oct-2021,0.10,0.03
08-Oct-2021,0.10,0.03
11-Oct-2021,0.10,0.03
12-Oct-2021,0.10,0.03
13-Oct-2021,0.10,0.03
14-Oct-2021,0.10,0.03
15-Oct-2021,0.10,0.03
18-Oct-2021,0.10,0.03
19-Oct-2021,0.10,0.03
20-Oct-2021,0.10,0.03
21-Oct-2021,0.10,0.03
22-Oct-2021,0.10,0.03
25-Oct-2021,0.10,0.03
26-Oct-2021,0.10,0.03
27-Oct-2021,0.10,0.03
28-Oct-2021,0.10,0.03
29-Oct-2021,0.10,0.03
01-Nov-2021,0.10,0.03
02-Nov-2021,0.10,0.03
03-Nov-2021,0.10,0.03
04-Nov-2021,0.10,0.03
05-Nov-2021,0.10,0.03
08-Nov-2021,0.10,0.03
09-Nov-2021,0.10,0.03
10-Nov-2021,0.10,0.03
11-Nov-2021,0.10,0.03
12-Nov-2021,0.10,0.04
15-Nov-2021,0.10,0.04
16-Nov-2021,0.10,0.04
17-Nov-2021,0.10,0.04
18-Nov-2021,0.10,0.04
19-Nov-2021,0.10,0.04
22-Nov-2021,0.10,0.04
23-Nov-2021,0.10,0.04
24-Nov-2021,0.10,0.04
25-Nov-2021,0.10,0.04
26-Nov-2021,0.10,0.04
29-Nov-2021,0.10,0.04
30-Nov-2021,0.10,0.04
01-Dec-2021,0.10,0.04
02-Dec-2021,0.10,0.04
03-Dec-2021,0.10,0.04
06-Dec-2021,0.10,0.04
07-Dec-2021,0.10,0.04
08-Dec-2021,0.10,0.04
09-Dec-2021,0.10,0.04
10-Dec-2021,0.10,0.04
13-Dec-2021,0.10,0.04
14-Dec-2021,0.10,0.04
15-Dec-2021,0.10,0.04
16-Dec-2021,0.10,0.04
17-Dec-2021,0.10,0.04
20-Dec-2021,0.10,0.04
21-Dec-2021,0.10,0.04
22-Dec-2021,0.10,0.04
23-Dec-2021,0.10,0.04
24-Dec-2021,0.10,0.04
29-Dec-2021,0.10,0.04
30-Dec-2021,0.10,0.04
31-Dec-2021,0.10,0.04
04-Jan-2022,0.10,0.04
05-Jan-2022,0.10,0.04
06-Jan-2022,0.10,0.04
07-Jan-2022,0.10,0.04
10-Jan-2022,0.10,0.04
11-Jan-2022,0.10,0.04
12-Jan-2022,0.10,0.04
13-Jan-2022,0.10,0.05
14-Jan-2022,0.10,0.05
17-Jan-2022,0.10,0.05
18-Jan-2022,0.10,0.05
19-Jan-2022,0.10,0.05
20-Jan-2022,0.10,0.05
21-Jan-2022,0.10,0.05
24-Jan-2022,0.10,0.05
25-Jan-2022,0.10,0.05
27-Jan-2022,0.10,0.05
28-Jan-2022,0.10,0.05
31-Jan-2022,0.10,0.05
01-Feb-2022,0.10,0.05
02-Feb-2022,0.10,0.05
03-Feb-2022,0.10,0.05
04-Feb-2022,0.10,0.05
07-Feb-2022,0.10,0.05
08-Feb-2022,0.10,0.05
09-Feb-2022,0.10,0.05
10-Feb-2022,0.10,0.05
11-Feb-2022,0.10,0.05
14-Feb-2022,0.10,0.05
15-Feb-2022,0.10,0.05
16-Feb-2022,0.10,0.05
17-Feb-2022,0.10,0.05
18-Feb-2022,0.10,0.05
21-Feb-2022,0.10,0.05
22-Feb-2022,0.10,0.05
23-Feb-2022,0.10,0.05
24-Feb-2022,0.10,0.05
25-Feb-2022,0.10,0.05
28-Feb-2022,0.10,0.05
01-Mar-2022,0.10,0.05
02-Mar-2022,0.10,0.05
03-Mar-2022,0.10,0.05
04-Mar-2022,0.10,0.05
07-Mar-2022,0.10,0.05
08-Mar-2022,0.10,0.05
09-Mar-2022,0.10,0.05
10-Mar-2022,0.10,0.05
11-Mar-2022,0.10,0.05
14-Mar-2022,0.10,0.05
15-Mar-2022,0.10,0.05
16-Mar-2022,0.10,0.05
17-Mar-2022,0.10,0.05
18-Mar-2022,0.10,0.05
21-Mar-2022,0.10,0.05
22-Mar-2022,0.10,0.05
23-Mar-2022,0.10,0.05
24-Mar-2022,0.10,0.05
25-Mar-2022,0.10,0.05
28-Mar-2022,0.10,0.05
29-Mar-2022,0.10,0.05
30-Mar-2022,0.10,0.05
31-Mar-2022,0.10,0.09
01-Apr-2022,0.10,0.07
04-Apr-2022,0.10,0.06
05-Apr-2022,0.10,0.06
06-Apr-2022,0.10,0.06
07-Apr-2022,0.10,0.06
08-Apr-2022,0.10,0.06
11-Apr-2022,0.10,0.06
12-Apr-2022,0.10,0.06
13-Apr-2022,0.10,0.06
14-Apr-2022,0.10,0.06
19-Apr-2022,0.10,0.06
20-Apr-2022,0.10,0.06
21-Apr-2022,0.10,0.06
22-Apr-2022,0.10,0.06
26-Apr-2022,0.10,0.06
27-Apr-2022,0.10,0.06
28-Apr-2022,0.10,0.06
29-Apr-2022,0.10,0.06
02-May-2022,0.10,0.06
03-May-2022,0.10,0.07
04-May-2022,0.35,0.31
05-May-2022,0.35,0.31
06-May-2022,0.35,0.31
09-May-2022,0.35,0.31
10-May-2022,0.35,0.31
11-May-2022,0.35,0.31
12-May-2022,0.35,0.31
13-May-2022,0.35,0.31
16-May-2022,0.35,0.31
17-May-2022,0.35,0.31
18-May-2022,0.35,0.31
19-May-2022,0.35,0.31
20-May-2022,0.35,0.31
23-May-2022,0.35,0.31
24-May-2022,0.35,0.31
25-May-2022,0.35,0.31
26-May-2022,0.35,0.31
27-May-2022,0.35,0.31
30-May-2022,0.35,0.31
31-May-2022,0.35,0.31
01-Jun-2022,0.35,0.31
02-Jun-2022,0.35,0.31
03-Jun-2022,0.35,0.31
06-Jun-2022,0.35,0.31
07-Jun-2022,0.35,0.31
08-Jun-2022,0.85,0.81
09-Jun-2022,0.85,0.82
10-Jun-2022,0.85,0.81
14-Jun-2022,0.85,0.81
15-Jun-2022,0.85,0.81
16-Jun-2022,0.85,0.81
17-Jun-2022,0.85,0.81
20-Jun-2022,0.85,0.81
21-Jun-2022,0.85,0.81
22-Jun-2022,0.85,0.81
23-Jun-2022,0.85,0.81
24-Jun-2022,0.85,0.81
27-Jun-2022,0.85,0.81
28-Jun-2022,0.85,0.81
29-Jun-2022,0.85,0.81
30-Jun-2022,0.85,0.81
01-Jul-2022,0.85,0.81
04-Jul-2022,0.85,0.81
05-Jul-2022,0.85,0.81
06-Jul-2022,1.35,1.31
07-Jul-2022,1.35,1.31
08-Jul-2022,1.35,1.31
11-Jul-2022,1.35,1.31
12-Jul-2022,1.35,1.31
13-Jul-2022,1.35,1.31
14-Jul-2022,1.35,1.31
15-Jul-2022,1.35,1.31
18-Jul-2022,1.35,1.31
19-Jul-2022,1.35,1.31
20-Jul-2022,1.35,1.31
21-Jul-2022,1.35,1.31
22-Jul-2022,1.35,1.31
25-Jul-2022,1.35,1.31
26-Jul-2022,1.35,1.31
27-Jul-2022,1.35,1.31
28-Jul-2022,1.35,1.31
29-Jul-2022,1.35,1.31
01-Aug-2022,1.35,1.31
02-Aug-2022,1.35,1.31
03-Aug-2022,1.85,1.81
04-Aug-2022,1.85,1.81
05-Aug-2022,1.85,1.81
08-Aug-2022,1.85,1.81
09-Aug-2022,1.85,1.81
10-Aug-2022,1.85,1.81
11-Aug-2022,1.85,1.81
12-Aug-2022,1.85,1.81
15-Aug-2022,1.85,1.81
16-Aug-2022,1.85,1.81
17-Aug-2022,1.85,1.81
18-Aug-2022,1.85,1.81
19-Aug-2022,1.85,1.81
22-Aug-2022,1.85,1.81
23-Aug-2022,1.85,1.81
24-Aug-2022,1.85,1.81
25-Aug-2022,1.85,1.81
26-Aug-2022,1.85,1.81
29-Aug-2022,1.85,1.81
30-Aug-2022,1.85,1.81
31-Aug-2022,1.85,1.81
01-Sep-2022,1.85,1.81
02-Sep-2022,1.85,1.81
05-Sep-2022,1.85,1.81
06-Sep-2022,1.85,1.81
07-Sep-2022,2.35,2.31
08-Sep-2022,2.35,2.31
09-Sep-2022,2.35,2.31
12-Sep-2022,2.35,2.31
13-Sep-2022,2.35,2.31
14-Sep-2022,2.35,2.31
15-Sep-2022,2.35,2.31
16-Sep-2022,2.35,2.31
19-Sep-2022,2.35,2.31
20-Sep-2022,2.35,2.31
21-Sep-2022,2.35,2.31
23-Sep-2022,2.35,2.31
26-Sep-2022,2.35,2.31
27-Sep-2022,2.35,2.31
28-Sep-2022,2.35,2.31
29-Sep-2022,2.35,2.31
30-Sep-2022,2.35,2.31
03-Oct-2022,2.35,2.31
04-Oct-2022,2.35,2.31
05-Oct-2022,2.60,2.56
06-Oct-2022,2.60,2.56
07-Oct-2022,2.60,2.56
10-Oct-2022,2.60,2.56
11-Oct-2022,2.60,2.56
12-Oct-2022,2.60,2.56
13-Oct-2022,2.60,2.56
14-Oct-2022,2.60,2.56
17-Oct-2022,2.60,2.56
18-Oct-2022,2.60,2.56
19-Oct-2022,2.60,2.56
20-Oct-2022,2.60,2.56
21-Oct-2022,2.60,2.56
24-Oct-2022,2.60,2.56
25-Oct-2022,2.60,2.56
26-Oct-2022,2.60,2.56
27-Oct-2022,2.60,2.56
28-Oct-2022,2.60,2.56
31-Oct-2022,2.60,2.56
01-Nov-2022,2.60,2.56
02-Nov-2022,2.85,2.81
03-Nov-2022,2.85,2.81
04-Nov-2022,2.85,2.81
07-Nov-2022,2.85,2.81
08-Nov-2022,2.85,2.81
09-Nov-2022,2.85,2.81
10-Nov-2022,2.85,2.81
11-Nov-2022,2.85,2.81
14-Nov-2022,2.85,2.81
15-Nov-2022,2.85,2.81
16-Nov-2022,2.85,2.81
17-Nov-2022,2.85,2.81
18-Nov-2022,2.85,2.81
21-Nov-2022,2.85,2.81
22-Nov-2022,2.85,2.81
23-Nov-2022,2.85,2.81
24-Nov-2022,2.85,2.81
25-Nov-2022,2.85,2.81
28-Nov-2022,2.85,2.81
29-Nov-2022,2.85,2.81
30-Nov-2022,2.85,2.82
01-Dec-2022,2.85,2.81
02-Dec-2022,2.85,2.82
05-Dec-2022,2.85,2.81
06-Dec-2022,2.85,2.81
07-Dec-2022,3.10,3.06
08-Dec-2022,3.10,3.06
09-Dec-2022,3.10,3.06
12-Dec-2022,3.10,3.06
13-Dec-2022,3.10,3.06
14-Dec-2022,3.10,3.06
15-Dec-2022,3.10,3.06
16-Dec-2022,3.10,3.06
19-Dec-2022,3.10,3.06
20-Dec-2022,3.10,3.06
21-Dec-2022,3.10,3.06
22-Dec-2022,3.10,3.06
23-Dec-2022,3.10,3.06
28-Dec-2022,3.10,3.06
29-Dec-2022,3.10,3.06
30-Dec-2022,3.10,3.07
03-Jan-2023,3.10,3.07
04-Jan-2023,3.10,3.07
05-Jan-2023,3.10,3.07
06-Jan-2023,3.10,3.07
09-Jan-2023,3.10,3.07
10-Jan-2023,3.10,3.07
11-Jan-2023,3.10,3.07
12-Jan-2023,3.10,3.07
13-Jan-2023,3.10,3.07
16-Jan-2023,3.10,3.07
17-Jan-2023,3.10,3.07
18-Jan-2023,3.10,3.07
19-Jan-2023,3.10,3.07
20-Jan-2023,3.10,3.07
23-Jan-2023,3.10,3.07
24-Jan-2023,3.10,3.07
25-Jan-2023,3.10,3.07
27-Jan-2023,3.10,3.07
30-Jan-2023,3.10,3.07
31-Jan-2023,3.10,3.07
01-Feb-2023,3.10,3.07
02-Feb-2023,3.10,3.07
03-Feb-2023,3.10,3.07
06-Feb-2023,3.10,3.07
07-Feb-2023,3.10,3.07
08-Feb-2023,3.35,3.32
09-Feb-2023,3.35,3.32
10-Feb-2023,3.35,3.32
13-Feb-2023,3.35,3.32
14-Feb-2023,3.35,3.32
15-Feb-2023,3.35,3.32
16-Feb-2023,3.35,3.32
17-Feb-2023,3.35,3.32
20-Feb-2023,3.35,3.32
21-Feb-2023,3.35,3.32
22-Feb-2023,3.35,3.33
23-Feb-2023,3.35,3.32
24-Feb-2023,3.35,3.32
27-Feb-2023,3.35,3.32
28-Feb-2023,3.35,3.32
01-Mar-2023,3.35,3.32
02-Mar-2023,3.35,3.32
03-Mar-2023,3.35,3.32
06-Mar-2023,3.35,3.32
07-Mar-2023,3.35,3.32
08-Mar-2023,3.60,3.57
09-Mar-2023,3.60,3.57
10-Mar-2023,3.60,3.57
13-Mar-2023,3.60,3.57
14-Mar-2023,3.60,3.57
15-Mar-2023,3.60,3.57
16-Mar-2023,3.60,3.57
17-Mar-2023,3.60,3.57
20-Mar-2023,3.60,3.57
21-Mar-2023,3.60,3.57
22-Mar-2023,3.60,3.57
23-Mar-2023,3.60,3.57
24-Mar-2023,3.60,3.57
27-Mar-2023,3.60,3.57
28-Mar-2023,3.60,3.57
29-Mar-2023,3.60,3.57
30-Mar-2023,3.60,3.57
31-Mar-2023,3.60,3.57
03-Apr-2023,3.60,3.57
04-Apr-2023,3.60,3.57
05-Apr-2023,3.60,3.57
06-Apr-2023,3.60,3.57
11-Apr-2023,3.60,3.57
12-Apr-2023,3.60,3.57
13-Apr-2023,3.60,3.57
14-Apr-2023,3.60,3.57
17-Apr-2023,3.60,3.57
18-Apr-2023,3.60,3.57
19-Apr-2023,3.60,3.57
20-Apr-2023,3.60,3.57
21-Apr-2023,3.60,3.57
24-Apr-2023,3.60,3.57
26-Apr-2023,3.60,3.57
27-Apr-2023,3.60,3.57
28-Apr-2023,3.60,3.57
01-May-2023,3.60,3.57
02-May-2023,3.60,3.57
03-May-2023,3.85,3.82
04-May-2023,3.85,3.82
05-May-2023,3.85,3.82
08-May-2023,3.85,3.82
09-May-2023,3.85,3.82
10-May-2023,3.85,3.82
11-May-2023,3.85,3.82
12-May-2023,3.85,3.82
15-May-2023,3.85,3.82
16-May-2023,3.85,3.82
17-May-2023,3.85,3.82
18-May-2023,3.85,3.82
19-May-2023,3.85,3.82
22-May-2023,3.85,3.82
23-May-2023,3.85,3.82
24-May-2023,3.85,3.82
25-May-2023,3.85,3.82
26-May-2023,3.85,3.82
29-May-2023,3.85,3.82
30-May-2023,3.85,3.82
31-May-2023,3.85,3.82
01-Jun-2023,3.85,3.82
02-Jun-2023,3.85,3.82
05-Jun-2023,3.85,3.82
06-Jun-2023,3.85,3.82
07-Jun-2023,4.10,4.07
08-Jun-2023,4.10,4.07
09-Jun-2023,4.10,4.07
13-Jun-2023,4.10,4.07
14-Jun-2023,4.10,4.07
15-Jun-2023,4.10,4.07
16-Jun-2023,4.10,4.07
19-Jun-2023,4.10,4.07
20-Jun-2023,4.10,4.07
21-Jun-2023,4.10,4.07
22-Jun-2023,4.10,4.07
23-Jun-2023,4.10,4.07
26-Jun-2023,4.10,4.07
27-Jun-2023,4.10,4.07
28-Jun-2023,4.10,4.07
29-Jun-2023,4.10,4.07
30-Jun-2023,4.10,4.07
03-Jul-2023,4.10,4.07
04-Jul-2023,4.10,4.07
05-Jul-2023,4.10,4.07
06-Jul-2023,4.10,4.07
07-Jul-2023,4.10,4.07
10-Jul-2023,4.10,4.07
11-Jul-2023,4.10,4.07
12-Jul-2023,4.10,4.07
13-Jul-2023,4.10,4.07
14-Jul-2023,4.10,4.07
17-Jul-2023,4.10,4.07
18-Jul-2023,4.10,4.07
19-Jul-2023,4.10,4.07
20-Jul-2023,4.10,4.07
21-Jul-2023,4.10,4.07
24-Jul-2023,4.10,4.07
25-Jul-2023,4.10,4.07
26-Jul-2023,4.10,4.07
27-Jul-2023,4.10,4.07
28-Jul-2023,4.10,4.07
31-Jul-2023,4.10,4.07
01-Aug-2023,4.10,4.07
02-Aug-2023,4.10,4.07
03-Aug-2023,4.10,4.07
04-Aug-2023,4.10,4.07
07-Aug-2023,4.10,4.07
08-Aug-2023,4.10,4.07
09-Aug-2023,4.10,4.07
10-Aug-2023,4.10,4.07
11-Aug-2023,4.10,4.07
14-Aug-2023,4.10,4.07
15-Aug-2023,4.10,4.07
16-Aug-2023,4.10,4.07
17-Aug-2023,4.10,4.07
18-Aug-2023,4.10,4.07
21-Aug-2023,4.10,4.07
22-Aug-2023,4.10,4.07
23-Aug-2023,4.10,4.07
24-Aug-2023,4.10,4.07
25-Aug-2023,4.10,4.07
28-Aug-2023,4.10,4.07
29-Aug-2023,4.10,4.07
30-Aug-2023,4.10,4.07
31-Aug-2023,4.10,4.07
01-Sep-2023,4.10,4.07
04-Sep-2023,4.10,4.07
05-Sep-2023,4.10,4.07
06-Sep-2023,4.10,4.07
07-Sep-2023,4.10,4.07
08-Sep-2023,4.10,4.07
11-Sep-2023,4.10,4.07
12-Sep-2023,4.10,4.07
13-Sep-2023,4.10,4.07
14-Sep-2023,4.10,4.07
15-Sep-2023,4.10,4.07
